Gene Symbol,GSM155938,GSM155940,GSM155941,GSM155942,GSM155963,GSM155985,GSM155990
TUFT1,7.44890920830465,8.01446688326532,8.42405708506052,8.564625862795369,6.87109204909618,8.047342072562179,7.237143023889621
ASPH,5.89433031676281,5.979654979272469,8.99970692280316,6.02659426147772,8.43413195526746,4.63800430803345,3.57914393544775
WASL,7.901446184197191,8.888399274267538,8.258707352196831,8.76319576493475,7.741648997190911,8.60223490134106,9.06375099204786
POLG2,6.71260953605499,5.902543946659651,6.47278830162546,7.3510540623355105,7.1456672666353604,6.390724426597201,6.5120925363951505
TMED9,11.1293345408478,11.2593078006159,11.7705069799432,10.7402529939619,10.9442654957546,10.775116404435598,10.4373255457129
MAT1A,11.6251974174755,12.0299014495887,10.3072463552266,10.7839231367682,11.9768755400963,13.3894027913812,11.327142793115302
GRM3,2.3964335312509903,4.223955352811029,2.44732528103609,2.3705242117697596,2.41525298575683,2.39547689778421,2.75574645145941
REG3A,2.18463893969331,7.56141779142303,2.23880214229262,10.6391417025079,12.4019781124255,2.19088346407185,11.486166300609
SIX1,2.30513587963572,2.30820067041592,2.3180854130429505,2.31133453931763,2.33448246650995,2.4258486617158797,2.4572528162472596
MARCO,5.857416243614191,3.31225275008966,9.74883353231536,3.53294028837287,3.09975638900787,3.47507190901418,3.0874696303875
APOC3,15.024853971775,14.8072190591939,14.8964553986376,14.0624087902582,13.620025039362199,15.1611909440723,14.901036571205802
HMGCS1,7.22822225327346,8.3380232141887,8.17210242807989,11.790324057893699,9.13644775693293,8.39945738225997,6.903821606689809
HSPB2,3.35117600270281,3.27066049820997,3.3510487603466,3.04055406758955,3.36922915580324,3.3254439831456803,3.3543816321133195
PCSK1,3.03783903239092,2.83141518059189,2.96968651315481,2.87527286858283,2.86806246318663,2.91293914127375,4.16158944084521
MYOM2,3.97130442611134,3.7558062597274304,3.68352803649506,3.7819052114161096,3.76434615507745,3.3910802967567903,3.9696386291599
CCK,2.41513127140894,2.4219180496660897,2.42004307251279,2.4067080854977,2.44025592303871,2.41774451963618,2.42983553170301
MMP3,2.19331757774087,2.4947253661391002,2.22084378477535,2.19876443719396,2.23522156857009,2.20291603531302,2.22368511507369
HSD17B1,2.8868564070686,2.40131644692825,2.8282720816326803,2.7459300037061296,2.84723127356265,2.9405745948799997,2.8604285145387203
CLGN,5.196280480936889,2.4215922587545697,8.02538322147792,6.12663014245402,6.5058242543427305,6.09675520683598,6.89157715524867
CD2,6.775722202559299,7.050229588382959,8.882529952309222,3.9130138456157404,3.2823285960665602,8.022756178646441,5.66817586897014
CPA4,2.6303565420417203,2.6778306843703796,2.63109496711359,2.6290814616962797,3.0417704018571095,2.61234778020025,2.95770662760179
PART1,2.8576287355434604,2.34835707721131,2.3446012830366803,2.8506254252912497,2.3741575535255497,2.6324101510939197,2.35617480529359
TSPOAP1,5.111966089603491,4.21936990276098,4.5237563931551,4.404392258821059,4.30022624747724,5.22261911274616,4.6916346587516395
CRAT,7.41179060224328,6.78775893554171,7.527132907674139,7.17632277264046,7.30175224491315,6.844975607088701,7.29802589827658
CACNA1H,2.65700196887021,2.56071495447448,2.80341304529375,2.56106947155837,2.5732727197764502,2.5570252548128303,2.565321770279
PRSS22,5.46902635314198,5.5911408187601195,5.32725980902004,5.28590152688577,5.53553356093145,5.02809171087425,5.5223916440071
GAS2,9.79285697877644,10.0223261962251,7.84834125880295,11.3246699895945,10.4649643060077,9.78723654643467,9.98555735370211
UQCRB,13.655016341542499,12.8567931589156,13.094292160071301,11.976385117888599,14.251585963766802,12.655441278657,11.931239828234501
NME6,5.68942217579849,4.8156471519752,6.094898982863129,6.311917206001691,5.90921146682395,6.38999522031587,4.88288266355377
CDK5R2,3.63111592634666,3.2775608003904404,3.1931519609409,3.60440348494407,3.65307148522306,3.32521369541769,3.64828135536075
ZBTB7B,3.0868279157384904,3.0878650425045198,3.10704838943584,3.09285014683295,3.11088770365171,3.06953032516231,3.10087507485069
TULP3,6.50185310420802,7.6616569775486205,5.94269512414326,7.351760819747059,9.155329289354029,6.73715944328838,8.236894374052651
ZNF197,4.29414283444202,3.78682633842142,3.5014009275655003,3.78289078063622,4.60615200166285,3.6525553296199,3.44708984026918
SLC14A1,2.7710065975730402,3.0751115697520204,3.13954480398091,2.96847419063012,2.8943831920627896,2.98145814096303,3.00947975363977
NGFR,4.45324099774533,3.8704041773697204,4.55122068095303,4.463465519921789,4.35444510788809,4.35123961967274,4.31550102065235
LY86,6.9603611126239,7.25574619702354,7.17796760815348,6.2871730570560995,6.236896286907281,6.504510756125669,5.99656726439392
FOLH1,7.70023162211829,8.81042703667801,5.34295646532034,8.808822632676721,4.08071734807567,5.085828275650231,5.463439362106941
SPIB,2.9635795478374303,2.87334862693751,2.9852253447988395,2.86873614478378,2.98860652920724,2.9231872207101697,2.93502215824654
GREB1,3.66991116586419,3.50543366518182,3.0811589383557005,7.60296604038755,6.17044187456439,3.37616533693793,8.37012503842235
S100A12,2.6891448174618597,3.1150565550046303,2.6682598464143,2.62921671559532,2.8027805173011404,2.77723453365727,2.7889028292739804
SLC7A4,1.99893561986891,2.00358065005923,2.01321925912536,1.99768261425945,2.01933541267966,2.00105278316073,2.00715961302149
ARID3A,2.9950701933516095,3.2252240212122296,3.3932926297497703,3.2428235040895403,2.8230441420924004,4.26573692621362,5.00728970416148
